id,net,batch,partition,opt,dropout,format,train_start,train_end,train_time,train_state,eval_state,test_start,test_end,test_state,loss,best_loss,accuracy,best_accuracy,f1_score,best_f1_score,miou,best_miou,precision,best_precision,recall,best_recall,eval_loss,best_eval_loss,eval_accuracy,best_eval_accuracy,eval_f1_score,best_eval_f1_score,eval_miou,best_eval_miou,eval_precision,best_eval_precision,eval_recall,best_eval_recall,test_loss,test_accuracy,test_f1_score,test_miou,test_precision,test_recall,machine
1,deeplab,4,702010,adam,0,hist,23/02/2021 14:37:33,23/02/2021 19:01:10,4:23:37,done,done,23/02/2021 19:01:20,23/02/2021 19:01:45,done,"0,064291","0,064291","0,979231","0,979231","0,911010","0,979298","0,588867","0,588867","0,918537","0,918537","0,903605","0,903605","0,071367","0,070110","0,848772","0,862445","0,911559","0,862881","0,589999","0,589999","0,919015","0,919015","0,904223","0,904223","0,059633","0,925338","0,911405","0,589718","0,918843","0,904087",
2,deeplab,4,702010,adam,0,hist,04/03/2021 23:44:00,05/03/2021 02:43:18,2:59:18,done,done,05/03/2021 02:43:29,05/03/2021 02:43:47,done,"0,072397","0,072397","0,978750","0,978750","0,909107","0,978820","0,584763","0,584763","0,916663","0,916663","0,901674","0,901674","0,076355","0,061964","0,853970","0,863648","0,909716","0,863803","0,585972","0,585972","0,917201","0,917201","0,902352","0,902352","0,085273","0,907605","0,909534","0,585486","0,917001","0,902188",FINOS-00
3,deeplab,4,702010,adam,0,hist,23/02/2021 17:39:50,23/02/2021 20:34:19,2:54:29,done,done,23/02/2021 20:34:29,23/02/2021 20:34:47,done,"0,060187","0,060187","0,980028","0,980028","0,909393","0,980167","0,585591","0,585591","0,916513","0,916513","0,902383","0,902383","0,062912","0,054828","0,849174","0,856180","0,910005","0,856376","0,586835","0,586835","0,917060","0,917060","0,903057","0,903057","0,096142","0,875243","0,909747","0,586302","0,916785","0,902817",
4,deeplab,4,702010,adam,0,hist,24/02/2021 14:26:04,24/02/2021 17:59:04,3:33:00,done,done,24/02/2021 17:59:11,24/02/2021 17:59:34,done,"0,071161","0,071161","0,976172","0,976172","0,908487","0,976285","0,584063","0,584063","0,916465","0,916465","0,900646","0,900646","0,210889","0,140796","0,852867","0,861458","0,909063","0,861836","0,585271","0,585271","0,916969","0,916969","0,901293","0,901293","0,093952","0,897068","0,908882","0,584870","0,916777","0,901122",2882e316c07a
5,deeplab,4,702010,adam,0,hist,03/03/2021 15:44:11,03/03/2021 18:40:43,2:56:32,done,done,03/03/2021 18:40:56,03/03/2021 18:41:15,done,"0,066786","0,066786","0,980836","0,980836","0,909503","0,980931","0,582569","0,582569","0,917530","0,917530","0,901615","0,901615","0,067809","0,058472","0,847701","0,860095","0,910119","0,860258","0,583908","0,583908","0,918067","0,918067","0,902307","0,902307","0,083145","0,884238","0,909872","0,583396","0,917799","0,902081",FINOS-00
6,deeplab,4,702010,adam,0,morf,23/02/2021 20:34:51,23/02/2021 23:45:34,3:10:43,done,done,23/02/2021 23:45:44,23/02/2021 23:46:03,done,"0,067891","0,067891","0,980701","0,980701","0,909157","0,980792","0,582276","0,582276","0,916201","0,916201","0,902221","0,902221","0,083332","0,053448","0,842890","0,865104","0,909773","0,865350","0,583543","0,583543","0,916752","0,916752","0,902899","0,902899","0,090145","0,922446","0,909567","0,583108","0,916528","0,902710",
7,deeplab,4,702010,adam,0,morf,23/02/2021 19:01:49,23/02/2021 23:28:58,4:27:09,done,done,23/02/2021 23:29:07,23/02/2021 23:29:33,done,"0,062782","0,062782","0,979770","0,979770","0,909652","0,979839","0,587727","0,587727","0,917045","0,917045","0,902378","0,902378","0,077015","0,064149","0,854601","0,863249","0,910263","0,863352","0,588903","0,588903","0,917584","0,917584","0,903058","0,903058","0,095793","0,907159","0,910085","0,588449","0,917389","0,902897",
8,deeplab,4,702010,adam,0,morf,23/02/2021 23:46:07,24/02/2021 02:52:05,3:05:58,done,done,24/02/2021 02:52:15,24/02/2021 02:52:34,done,"0,070973","0,070973","0,979383","0,979383","0,908812","0,979450","0,580272","0,580272","0,916274","0,916274","0,901470","0,901470","0,061489","0,054233","0,860188","0,860637","0,909441","0,861067","0,581575","0,581575","0,916831","0,916831","0,902170","0,902170","0,150600","0,915714","0,909301","0,581271","0,916677","0,902043",
9,deeplab,4,702010,adam,0,morf,24/02/2021 10:57:01,24/02/2021 14:25:33,3:28:32,done,done,24/02/2021 14:25:39,24/02/2021 14:26:01,done,"0,068940","0,068940","0,980129","0,980129","0,910455","0,980204","0,588028","0,588028","0,918026","0,918026","0,903007","0,903007","0,233264","0,112940","0,841863","0,866342","0,911025","0,866728","0,589149","0,589149","0,918523","0,918523","0,903649","0,903649","0,090342","0,888669","0,910766","0,588593","0,918248","0,903404",2882e316c07a
10,deeplab,4,702010,adam,0,morf,25/02/2021 01:15:56,25/02/2021 04:12:28,2:56:32,done,done,25/02/2021 04:12:39,25/02/2021 04:12:58,done,"0,076909","0,076909","0,977553","0,977553","0,910838","0,977623","0,589637","0,589637","0,919104","0,919104","0,902720","0,902720","0,093181","0,059639","0,838937","0,868768","0,911369","0,868977","0,590737","0,590737","0,919554","0,919554","0,903328","0,903328","0,085855","0,888112","0,911096","0,590164","0,919260","0,903075",FINOS-00
11,deeplab,4,702010,adam,0.2,hist,07/03/2021 11:50:50,07/03/2021 15:20:42,3:29:52,done,done,07/03/2021 15:20:48,07/03/2021 15:21:09,done,"0,087280","0,087280","0,971994","0,971994","0,889808","0,971533","0,540125","0,540125","0,903890","0,903890","0,876159","0,876159","0,067710","0,061423","0,834582","0,855019","0,890550","0,855297","0,541639","0,541639","0,904500","0,904500","0,877023","0,877023","0,093653","0,917669","0,890427","0,541444","0,904337","0,876939",c5da7508ea96
12,deeplab,4,702010,adam,0.2,hist,07/03/2021 11:52:07,07/03/2021 15:23:19,3:31:12,done,done,07/03/2021 15:23:23,07/03/2021 15:23:44,done,"0,101921","0,101921","0,969702","0,969702","0,890030","0,969276","0,547005","0,547005","0,902975","0,902975","0,877450","0,877450","0,076941","0,068827","0,834754","0,860194","0,890745","0,860584","0,548359","0,548359","0,903590","0,903590","0,878260","0,878260","0,155616","0,913607","0,890618","0,548078","0,903440","0,878154",cecf664fd4b6
13,deeplab,4,702010,adam,0.2,hist,24/02/2021 02:52:39,24/02/2021 05:47:54,2:55:15,done,done,24/02/2021 05:48:01,24/02/2021 05:48:19,done,"0,099069","0,099069","0,970359","0,970359","0,887942","0,969904","0,542211","0,542211","0,902407","0,902407","0,873933","0,873933","0,071535","0,065444","0,850177","0,861536","0,888742","0,861915","0,543755","0,543755","0,903069","0,903069","0,874863","0,874863","0,130413","0,904601","0,888654","0,543527","0,902931","0,874821",
14,deeplab,4,702010,adam,0.2,hist,03/03/2021 18:41:20,03/03/2021 21:39:39,2:58:19,done,done,03/03/2021 21:39:47,03/03/2021 21:40:06,done,"0,092037","0,092037","0,973209","0,973209","0,887269","0,972796","0,543232","0,543232","0,901575","0,901575","0,873409","0,873409","0,059179","0,047855","0,803959","0,848072","0,887989","0,848211","0,544689","0,544689","0,902156","0,902156","0,874260","0,874260","0,087109","0,894773","0,887708","0,544208","0,901835","0,874017",FINOS-00
15,deeplab,4,702010,adam,0.2,hist,24/02/2021 11:55:15,24/02/2021 15:19:07,3:23:52,done,done,24/02/2021 15:19:26,24/02/2021 15:19:45,done,"0,091127","0,091127","0,973867","0,973867","0,891182","0,973461","0,545592","0,545592","0,905797","0,905797","0,877031","0,877031","0,092698","0,061593","0,845758","0,858739","0,891983","0,859033","0,547216","0,547216","0,906459","0,906459","0,877963","0,877963","0,188825","0,926339","0,891885","0,547013","0,906325","0,877898",6e0a857b43da
16,deeplab,4,702010,adam,0.2,morf,24/02/2021 05:48:23,24/02/2021 08:48:17,2:59:54,done,done,24/02/2021 08:48:24,24/02/2021 08:48:43,done,"0,093813","0,093813","0,972122","0,972122","0,885731","0,971681","0,523617","0,523617","0,911498","0,911498","0,861380","0,861380","0,075083","0,049854","0,841128","0,866196","0,886563","0,866393","0,525199","0,525199","0,912030","0,912030","0,862479","0,862479","0,169135","0,917523","0,886469","0,525035","0,911834","0,862477",
17,deeplab,4,702010,adam,0.2,morf,24/2/2021 08:48:46,24/2/2021 11:54:44,3:05:58,done,done,24/2/2021 11:54:52,24/2/2021 11:55:10,done,"0,091728","0,091728","0,973262","0,973262","0,890346","0,972851","0,532727","0,532727","0,902828","0,902828","0,878205","0,878205","0,094991","0,062181","0,836139","0,861051","0,891111","0,861064","0,534307","0,534307","0,903480","0,903480","0,879076","0,879076","0,345314","0,904274","0,890952","0,534100","0,903288","0,878948",
18,deeplab,4,702010,adam,0.2,morf,24/2/2021 16:18:53,24/2/2021 19:54:09,3:35:16,done,done,24/2/2021 19:54:20,24/2/2021 19:54:44,done,"0,085021","0,085021","0,975545","0,975545","0,885139","0,975174","0,518793","0,518793","0,897453","0,897453","0,873158","0,873158","0,294036","0,080832","0,852891","0,860440","0,886031","0,860952","0,520505","0,520505","0,898235","0,898235","0,874154","0,874154","0,244127","0,904683","0,885970","0,520374","0,898143","0,874123",983fa7a230c4
19,deeplab,4,702010,adam,0.2,morf,8/3/2021 03:39:17,8/3/2021 07:11:45,3:32:28,done,done,8/3/2021 07:12:02,8/3/2021 07:12:24,done,"0,094326","0,094326","0,972919","0,972919","0,894884","0,972498","0,557851","0,557851","0,909645","0,909645","0,880594","0,880594","0,117077","0,071674","0,853251","0,868692","0,895626","0,868721","0,559256","0,559256","0,910241","0,910241","0,881472","0,881472","0,087944","0,885806","0,895487","0,558921","0,910052","0,881381",8865c63412dd
20,deeplab,4,702010,adam,0.2,morf,24/2/2021 15:20:01,24/2/2021 20:29:04,5:09:03,done,done,24/2/2021 20:29:14,24/2/2021 20:29:34,done,"0,094018","0,094018","0,972572","0,972572","0,897468","0,972142","0,559653","0,559653","0,909971","0,909971","0,885303","0,885303","0,071228","0,057875","0,857589","0,870790","0,898182","0,870982","0,561114","0,561114","0,910572","0,910572","0,886124","0,886124","0,085523","0,908861","0,898072","0,560904","0,910429","0,886045",
21,deeplab,4,702010,rmsprop,0,hist,24/2/2021 12:41:19,24/2/2021 16:52:05,4:10:46,done,done,24/2/2021 16:52:16,24/2/2021 17:26:53,done,"0,060530","0,060530","0,980751","0,980751","0,909302","0,980828","0,584468","0,584468","0,916039","0,916039","0,902663","0,902663","0,084556","0,068991","0,843924","0,866714","0,909890","0,866933","0,585690","0,585690","0,916567","0,916567","0,903310","0,903310","0,119253","0,896812","0,909664","0,585222","0,916326","0,903099",fbro-005
22,deeplab,4,702010,rmsprop,0,hist,3/3/2021 21:40:10,4/3/2021 00:35:26,2:55:16,done,done,4/3/2021 00:35:37,4/3/2021 00:35:57,done,"0,074673","0,074673","0,978093","0,978093","0,910888","0,978151","0,588357","0,588357","0,917285","0,917285","0,904579","0,904579","0,056406","0,052678","0,844822","0,860301","0,911421","0,860523","0,589471","0,589471","0,917765","0,917765","0,905164","0,905164","0,073894","0,922610","0,911239","0,589115","0,917574","0,904991",FINOS-00
23,deeplab,4,702010,rmsprop,0,hist,24/2/2021 22:27:10,25/2/2021 01:49:31,3:22:21,done,done,25/2/2021 01:49:43,25/2/2021 01:50:06,done,"0,081041","0,081041","0,977400","0,977400","0,909359","0,977458","0,584517","0,584517","0,916112","0,916112","0,902704","0,902704","0,094038","0,066024","0,851014","0,866454","0,909925","0,866694","0,585729","0,585729","0,916621","0,916621","0,903327","0,903327","0,169594","0,920697","0,909777","0,585432","0,916462","0,903188",1d17101b68a9
24,deeplab,4,702010,rmsprop,0,hist,8/3/2021 10:50:59,8/3/2021 14:14:51,3:23:52,done,done,8/3/2021 14:14:58,8/3/2021 14:15:18,done,"0,064511","0,064511","0,980342","0,980342","0,908058","0,980418","0,580897","0,580897","0,915050","0,915050","0,901173","0,901173","0,065062","0,057408","0,848755","0,862431","0,908665","0,862745","0,582166","0,582166","0,915592","0,915592","0,901842","0,901842","0,113330","0,917221","0,908511","0,581856","0,915429","0,901696",8fdfb75b7510
25,deeplab,4,702010,rmsprop,0,hist,07/03/2021 22:13:53,08/03/2021 02:26:29,4:12:36,done,done,08/03/2021 02:26:40,08/03/2021 02:27:04,done,"0,069114","0,069114","0,977622","0,977622","0,909243","0,977680","0,584081","0,584081","0,916327","0,916327","0,902268","0,902268","0,074448","0,069765","0,847077","0,866907","0,909797","0,866919","0,585198","0,585198","0,916815","0,916815","0,902885","0,902885","0,077162","0,918494","0,909634","0,584884","0,916644","0,902730",fbro-005
26,deeplab,4,702010,rmsprop,0,morf,09/03/2021 06:06:58,09/03/2021 09:02:23,2:55:25,done,done,09/03/2021 09:02:32,09/03/2021 09:02:51,done,"0,074758","0,074758","0,977971","0,977971","0,911108","0,978035","0,586629","0,586629","0,917565","0,917565","0,904742","0,904742","0,089671","0,058593","0,831612","0,862950","0,911614","0,863094","0,587707","0,587707","0,918014","0,918014","0,905303","0,905303","0,098226","0,892519","0,911325","0,587102","0,917708","0,905031",FINOS-00
27,deeplab,4,702010,rmsprop,0,morf,03/03/2021 19:37:19,03/03/2021 23:50:35,4:13:16,done,done,03/03/2021 23:50:49,03/03/2021 23:51:15,done,"0,065560","0,065560","0,978905","0,978905","0,911016","0,978968","0,588676","0,588676","0,917525","0,917525","0,904598","0,904598","0,076779","0,072289","0,840733","0,861347","0,911541","0,861478","0,589730","0,589730","0,917995","0,917995","0,905177","0,905177","0,077985","0,924937","0,911358","0,589378","0,917800","0,905006",fbro-005
28,deeplab,4,702010,rmsprop,0,morf,09/03/2021 03:10:29,09/03/2021 06:06:27,2:55:58,done,done,09/03/2021 06:06:36,09/03/2021 06:06:54,done,"0,069671","0,069671","0,980068","0,980068","0,911532","0,980146","0,588658","0,588658","0,917926","0,917926","0,905226","0,905226","0,081445","0,062686","0,846455","0,863964","0,912095","0,864134","0,589818","0,589818","0,918433","0,918433","0,905844","0,905844","0,098173","0,914209","0,911899","0,589390","0,918226","0,905659",FINOS-00
29,deeplab,4,702010,rmsprop,0,morf,24/02/2021 23:28:28,25/02/2021 03:40:25,4:11:57,done,done,25/02/2021 03:40:37,25/02/2021 03:41:03,done,"0,059996","0,059996","0,980964","0,980964","0,912037","0,981044","0,590873","0,590873","0,918396","0,918396","0,905765","0,905765","0,099294","0,072899","0,849765","0,865245","0,912600","0,865447","0,592015","0,592015","0,918901","0,918901","0,906385","0,906385","0,071565","0,918754","0,912434","0,591699","0,918722","0,906232",fbro-005
30,deeplab,4,702010,rmsprop,0,morf,24/02/2021 19:16:00,24/02/2021 23:27:49,4:11:49,done,done,24/02/2021 23:27:58,24/02/2021 23:28:24,done,"0,065155","0,065155","0,978764","0,978764","0,911525","0,978821","0,586580","0,586580","0,917870","0,917870","0,905267","0,905267","0,076209","0,064965","0,842552","0,863846","0,912051","0,864047","0,587590","0,587590","0,918350","0,918350","0,905838","0,905838","0,072521","0,925940","0,911874","0,587159","0,918169","0,905664",fbro-005
31,deeplab,4,702010,rmsprop,0.2,hist,08/03/2021 19:33:51,08/03/2021 23:03:29,3:29:38,done,done,08/03/2021 23:03:37,08/03/2021 23:03:58,done,"0,084347","0,084347","0,974406","0,974406","0,894800","0,974005","0,554485","0,554485","0,906989","0,906989","0,882935","0,882935","0,030278","0,030073","0,851528","0,870513","0,895553","0,870791","0,556070","0,556070","0,907633","0,907633","0,883791","0,883791","0,092494","0,925046","0,895467","0,555924","0,907521","0,883729",ad97f38db0d3
32,deeplab,4,702010,rmsprop,0.2,hist,25/02/2021 04:13:03,25/02/2021 07:06:59,2:53:56,done,done,25/02/2021 07:07:10,25/02/2021 07:07:29,done,"0,095272","0,095272","0,972403","0,972403","0,888726","0,971965","0,546240","0,546240","0,900886","0,900886","0,876890","0,876890","0,066559","0,055241","0,830225","0,855753","0,889490","0,856553","0,547734","0,547734","0,901547","0,901547","0,877752","0,877752","0,350039","0,903258","0,889317","0,547438","0,901347","0,877604",FINOS-00
33,deeplab,4,702010,rmsprop,0.2,hist,04/03/2021 00:36:02,04/03/2021 03:32:15,2:56:13,done,done,04/03/2021 03:32:28,04/03/2021 03:32:48,done,"0,103585","0,103585","0,969258","0,969258","0,891165","0,968785","0,546361","0,546361","0,903478","0,903478","0,879183","0,879183","0,088064","0,057280","0,855161","0,863897","0,891938","0,864264","0,547963","0,547963","0,904143","0,904143","0,880059","0,880059","0,092782","0,860850","0,891762","0,547611","0,903921","0,879925",FINOS-00
34,deeplab,4,702010,rmsprop,0.2,hist,25/02/2021 07:55:48,25/02/2021 12:10:32,4:14:44,done,done,25/02/2021 12:10:41,25/02/2021 12:11:07,done,"0,096367","0,096367","0,969376","0,969376","0,888282","0,968920","0,536286","0,536286","0,900796","0,900796","0,876111","0,876111","0,094831","0,068864","0,830479","0,865385","0,889004","0,865527","0,537683","0,537683","0,901414","0,901414","0,876931","0,876931","0,093219","0,913500","0,888867","0,537342","0,901253","0,876817",fbro-005
35,deeplab,4,702010,rmsprop,0.2,hist,11/03/2021 00:39:58,11/03/2021 03:36:03,2:56:05,done,done,11/03/2021 03:36:13,11/03/2021 03:36:33,done,"0,103987","0,103987","0,969487","0,969487","0,887756","0,969009","0,535352","0,535352","0,900393","0,900393","0,875469","0,875469","0,153693","0,064816","0,847539","0,859955","0,888545","0,860098","0,536815","0,536815","0,901074","0,901074","0,876360","0,876360","0,474777","0,823799","0,888332","0,535992","0,900833","0,876174",FINOS-00
36,deeplab,4,702010,rmsprop,0.2,morf,05/03/2021 09:34:43,05/03/2021 12:31:57,2:57:14,done,done,05/03/2021 12:32:09,05/03/2021 12:32:28,done,"0,097671","0,097671","0,971642","0,971642","0,897639","0,971214","0,558077","0,558077","0,908930","0,908930","0,886626","0,886626","0,068119","0,055085","0,864597","0,874435","0,898361","0,874543","0,559549","0,559549","0,909549","0,909549","0,887445","0,887445","0,091208","0,900858","0,898261","0,559302","0,909414","0,887379",FINOS-00
37,deeplab,4,702010,rmsprop,0.2,morf,25/02/2021 03:41:08,25/02/2021 07:55:05,4:13:57,done,done,25/02/2021 07:55:16,25/02/2021 07:55:43,done,"0,092374","0,092374","0,971368","0,971368","0,896430","0,970948","0,556057","0,556057","0,907532","0,907532","0,885596","0,885596","0,115348","0,066441","0,848041","0,861364","0,897100","0,861243","0,557402","0,557402","0,908105","0,908105","0,886358","0,886358","0,105317","0,894168","0,896943","0,557103","0,907918","0,886230",fbro-005
38,deeplab,4,702010,rmsprop,0.2,morf,09/03/2021 05:56:12,09/03/2021 10:11:14,4:15:02,done,done,09/03/2021 10:11:24,09/03/2021 10:11:50,done,"0,098752","0,098752","0,969494","0,969494","0,898512","0,968965","0,564066","0,564066","0,909213","0,909213","0,888059","0,888059","0,076621","0,076621","0,831844","0,856642","0,899087","0,856935","0,565260","0,565260","0,909706","0,909706","0,888713","0,888713","0,071802","0,891802","0,898865","0,564885","0,909465","0,888510",fbro-005
39,deeplab,4,702010,rmsprop,0.2,morf,25/02/2021 10:06:17,25/02/2021 13:00:18,2:54:01,done,done,25/02/2021 13:00:31,25/02/2021 13:00:49,done,"0,097330","0,097330","0,971066","0,971066","0,896336","0,970638","0,556033","0,556033","0,908101","0,908101","0,884872","0,884872","0,086589","0,049026","0,846314","0,867676","0,897017","0,867790","0,557455","0,557455","0,908684","0,908684","0,885646","0,885646","0,086092","0,875028","0,896823","0,557034","0,908459","0,885481",FINOS-00
40,deeplab,4,702010,rmsprop,0.2,morf,03/03/2021 23:51:20,04/03/2021 04:05:10,4:13:50,done,done,04/03/2021 04:05:20,04/03/2021 04:05:46,done,"0,091695","0,091695","0,971726","0,971726","0,896103","0,971310","0,555459","0,555459","0,909853","0,909853","0,882763","0,882763","0,114468","0,068382","0,867185","0,867185","0,896852","0,867402","0,556966","0,556966","0,910466","0,910466","0,883639","0,883639","0,070402","0,876355","0,896741","0,556811","0,910318","0,883564",fbro-005
41,deeplab,4,801010,adam,0,hist,25/02/2021 14:11:45,25/02/2021 18:05:08,3:53:23,done,done,25/02/2021 18:05:15,25/02/2021 18:05:36,done,"0,068384","0,068384","0,978793","0,978793","0,924980","0,978855","0,615315","0,615315","0,933542","0,933542","0,916573","0,916573","0,201127","0,135226","0,892195","0,904581","0,925618","0,904624","0,616705","0,616705","0,934090","0,934090","0,917298","0,917298","0,091944","0,887883","0,925511","0,616391","0,933979","0,917195",50f4f137dafd
42,deeplab,4,801010,adam,0,hist,07/03/2021 20:04:29,07/03/2021 23:52:51,3:48:22,done,done,07/03/2021 23:52:57,07/03/2021 23:53:17,done,"0,071134","0,071134","0,979612","0,979612","0,925702","0,979688","0,617852","0,617852","0,934089","0,934089","0,917465","0,917465","0,120991","0,103793","0,895672","0,906004","0,926343","0,906139","0,619235","0,619235","0,934643","0,934643","0,918190","0,918190","0,119935","0,882303","0,926234","0,618829","0,934518","0,918095",263c2596bf33
43,deeplab,4,801010,adam,0,hist,25/02/2021 15:54:59,25/02/2021 19:09:02,3:14:03,done,done,25/02/2021 19:09:11,25/02/2021 19:09:31,done,"0,064839","0,064839","0,981118","0,981118","0,926901","0,981201","0,619572","0,619572","0,934110","0,934110","0,919803","0,919803","0,060536","0,053643","0,899986","0,905660","0,927549","0,906012","0,621004","0,621004","0,934685","0,934685","0,920522","0,920522","0,089609","0,902031","0,927474","0,620820","0,934602","0,920453",FINOS-00
44,deeplab,4,801010,adam,0,hist,25/02/2021 16:52:26,25/02/2021 20:36:47,3:44:21,done,done,25/02/2021 20:36:59,25/02/2021 20:37:22,done,"0,072145","0,072145","0,978405","0,978405","0,927321","0,978475","0,619783","0,619783","0,935550","0,935550","0,919235","0,919235","0,088900","0,070725","0,894347","0,903975","0,927923","0,904223","0,621104","0,621104","0,936066","0,936066","0,919921","0,919921","0,112320","0,916998","0,927850","0,620917","0,935977","0,919863",dda49b63158a
45,deeplab,4,801010,adam,0,hist,26/02/2021 00:42:58,26/02/2021 05:16:46,4:33:48,done,done,26/02/2021 05:16:54,26/02/2021 05:17:19,done,"0,072226","0,072226","0,977392","0,977392","0,927429","0,977446","0,616148","0,616148","0,935493","0,935493","0,919503","0,919503","0,095463","0,076023","0,897334","0,900869","0,928016","0,901013","0,617492","0,617492","0,935999","0,935999","0,920169","0,920169","0,081887","0,889336","0,927908","0,617248","0,935877","0,920074",fbro-005
46,deeplab,4,801010,adam,0,morf,09/03/2021 03:31:27,09/03/2021 07:21:08,3:49:41,done,done,09/03/2021 07:21:14,09/03/2021 07:21:35,done,"0,062216","0,062216","0,979448","0,979448","0,927305","0,979617","0,619572","0,619572","0,935457","0,935457","0,919293","0,919293","0,104234","0,084769","0,898465","0,900422","0,927928","0,900626","0,620928","0,620928","0,935997","0,935997","0,919997","0,919997","0,060813","0,906257","0,927854","0,620749","0,935908","0,919938",2727c7fb559e
47,deeplab,4,801010,adam,0,morf,26/02/2021 03:45:05,26/02/2021 06:58:20,3:13:15,done,done,26/02/2021 06:58:29,26/02/2021 06:58:48,done,"0,073904","0,073904","0,977452","0,977452","0,925532","0,977510","0,615128","0,615128","0,933543","0,933543","0,917657","0,917657","0,102372","0,058774","0,883714","0,905562","0,926133","0,905699","0,616458","0,616458","0,934060","0,934060","0,918339","0,918339","0,077241","0,904228","0,926023","0,616189","0,933934","0,918245",FINOS-00
48,deeplab,4,801010,adam,0,morf,25/02/2021 19:09:36,25/02/2021 22:23:21,3:13:45,done,done,25/02/2021 22:23:30,25/02/2021 22:23:49,done,"0,065249","0,065249","0,980719","0,980719","0,926263","0,980799","0,618892","0,618892","0,934252","0,934252","0,918409","0,918409","0,066238","0,056963","0,904870","0,904870","0,926930","0,904966","0,620316","0,620316","0,934836","0,934836","0,919157","0,919157","0,067600","0,917083","0,926879","0,620190","0,934771","0,919119",FINOS-00
49,deeplab,4,801010,adam,0,morf,25/02/2021 16:46:21,25/02/2021 21:22:54,4:36:33,done,done,25/02/2021 21:23:04,25/02/2021 21:23:31,done,"0,069684","0,069684","0,978059","0,978059","0,926333","0,978128","0,617822","0,617822","0,934454","0,934454","0,918351","0,918351","0,090872","0,066012","0,891745","0,902553","0,926941","0,902440","0,619145","0,619145","0,934981","0,934981","0,919038","0,919038","0,075416","0,909247","0,926861","0,618945","0,934887","0,918971",fbro-005
50,deeplab,4,801010,adam,0,morf,25/02/2021 20:25:07,26/02/2021 00:09:35,3:44:28,done,done,26/02/2021 00:09:46,26/02/2021 00:10:06,done,"0,067995","0,067995","0,979704","0,979704","0,926857","0,979785","0,620338","0,620338","0,935124","0,935124","0,918735","0,918735","0,274024","0,077848","0,886848","0,902371","0,927474","0,902367","0,621666","0,621666","0,935655","0,935655","0,919435","0,919435","0,119389","0,879624","0,927329","0,621333","0,935498","0,919302",91e5ea9e10ca
51,deeplab,4,801010,adam,0.2,hist,25/02/2021 20:37:26,26/02/2021 00:30:47,3:53:21,done,done,26/02/2021 00:30:57,26/02/2021 00:31:19,done,"0,090996","0,090996","0,972704","0,972704","0,908761","0,972294","0,585428","0,585428","0,923048","0,923048","0,894910","0,894910","0,227034","0,076477","0,874561","0,886246","0,909530","0,885651","0,586993","0,586993","0,923674","0,923674","0,895812","0,895812","0,157251","0,914176","0,909486","0,586907","0,923601","0,895796",dda49b63158a
52,deeplab,4,801010,adam,0.2,hist,26/02/2021 06:58:51,26/02/2021 10:15:34,3:16:43,done,done,26/02/2021 10:15:48,26/02/2021 10:16:07,done,"0,096220","0,096220","0,970720","0,970720","0,908001","0,970261","0,581720","0,581720","0,922544","0,922544","0,893909","0,893909","0,127670","0,050586","0,864656","0,893198","0,908739","0,893560","0,583267","0,583267","0,923135","0,923135","0,894785","0,894785","0,110715","0,855108","0,908579","0,582889","0,922933","0,894665",FINOS-00
